,image_path,actual,predicted
0,00206969-018_Kalodimos_TIF.jpg,"{'description': (0x010E) ASCII=00206969-018, 05-23-19, staff location portraits, individuals, researchers, Bruker Ascend 1.1 GHz magnet, NMR, man, male, Babis Kalodimos PhD (Structural Biology), @ 200}","In this image I can see a person standing and holding a book. I can see he is wearing a blue color blazer and white color shirt. In the background I can see few pillars, few lights and the blue color wall."
1,00214636-006_TIF.jpg,"{'description': (0x010E) ASCII=00214636-006, 07-01-21, campus aerial, campus exterior, Hope garden, drone @ 188}","In this image we can see a garden with plants, trees, benches, flowers, and a heart shape. We can also see the road, a crosswalk, and the sky."
2,00204697-010_TIF.jpg,"{'description': (0x010E) ASCII=00204697-010, 01-31-19, research instruments, laboratory, reagent bottles, glassware, cleaning, autoclave, @ 200}",In this image we can see some glasses placed on the table.
3,00206966-004_Abraham_TIF.jpg,"{'description': (0x010E) ASCII=00206966-004, 05-23-19, staff - location portraits, office, Computational Biology, male, Brian Abraham, @ 200}","a man sitting at a desk with a laptop and a monitor behind him with a graph on it that says ""words""."
4,00213077-009_TIF.jpg,"{'description': (0x010E) ASCII=00213077-009, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, lamp posts, street lights, flags, banners, @ 200}","In this image we can see a banner on the pole. In the background, we can see trees and the sky."
5,00204787-022_TIF.jpg,"{'description': (0x010E) ASCII=00204787-022, 02-05-19, research instruments, laboratory, 96 channel pipette, @ 200}",In this image we can see some objects.
6,10001677-029-V1_TIF.jpg,"{'description': (0x010E) ASCII=10-05-22, Campus exterior, i4ARC, ARC, research tower, drone, evening, Inspiration Advanced Research Center @ 236}",In this image we can see a building with windows.
7,00201431-028_TIF.jpg,"{'description': (0x010E) ASCII=00201431-028, 08-15-18, Administration, staff - location portraits, individuals, presentation speaker, James (Jim) Downing MD (St. Jude CEO and President), @ 200}",In this image I can see a person standing and wearing blue color suit and red color tie. I can see a podium and on it I can see a paper. In the background I can see the wall.
8,00202381-006_TIF.jpg,"{'description': (0x010E) ASCII=00202381-006, 09-21-18, Memphis views, aerials, drone view, downtown Memphis, cityscape, sunrise, @ 200}","In this image we can see buildings, trees, water, boats, road and sky."
9,00207400-092_TIF.jpg,"{'description': (0x010E) ASCII=00207400-092, 06-21-19, Board of Governors, Board Tribute Dinner,  DEC, Camille Sarrouf Jr, @ 200}","In this image I can see a person standing and wearing black color suit and purple color tie. I can see a podium, few microphones, few flowers and few candles on the table. In the background I can see the wall."
10,219801-017_TIF.jpg,"{'description': (0x010E) ASCII=A St. Jude Research website photo for Kiel Neumann’s lab.

- SJR - Kiel Neumann lab at DTRC, Danny Thomas Research Center.

- Camera Settings: ILCE-9M2, 90mm, ISO 320, 1/80, f/4, Tue, 08-01-2023 at 10:30. v.04.2024 OP @ 224}",a measuring cup with 400 ml of brown liquid in it.
11,00216097-020-V2_TIF.jpg,"{'description': (0x010E) ASCII=00216097, campus aerial views, exterior @ 200}","In this image we can see a building. In the background there are trees, buildings, vehicles on the road, sky and clouds."
12,00215616-013_TIF.jpg,"{'description': (0x010E) ASCII=00215616, Memphis Views, Mighty Lights, Memphis Bridge, Mississippi river, Have More in Memphis @ 200}","In this image we can see a bridge, water, rocks and sky."
13,00214636-001-V1_TIF.jpg,"{'description': (0x010E) ASCII=00214636, campus aerial, campus exterior, @ 200}","In this image we can see buildings, trees, vehicles, sky with clouds and a dome."
14,00216338-005_TIF.jpg,"{'description': (0x010E) ASCII=A media release image of Timothy (Tim) Stachowski and Marcus Fischer. 

- Camera Settings: ILCE-9M2, 24mm, ISO 500, 1/125, f/4.5, Fri, 06-03-2022 at 10:44. v.04.2024 MRP @ 224}",In this image there are two persons standing and holding papers in their hands. In the background there is a board.
15,00216511-003-V1_TIF.jpg,"{'description': (0x010E) ASCII=00216511, campus exterior, I4ARC research tower, ARC, drone @ 200}","In this image we can see a building, trees, plants, road, and the sky with clouds."
16,00213011-002_TIF.jpg,"{'description': (0x010E) ASCII=00213011-002, 11-04-20,  campus exteriors, campus details, fall, seasons, leaves, Marlo Thomas Center, Kay Research and Care Center, @ 200}","In this image we can see buildings, trees, grass, road, vehicles, poles, boards, and sky."
17,00211922-107_TIF.jpg,"{'description': (0x010E) ASCII=00211922-107, 04-06-20, events, staff - location, COVID-19, coronavirus, Unsung Heroes, Animal Resource Center, ARC, @ 200}",In this image we can see a person holding a stick. In the background of the image there is a table and a microscope.
18,00216511-028-V1_TIF.jpg,"{'description': (0x010E) ASCII=00216511, campus exterior, aerial views @ 200}","In this image we can see buildings, trees, vehicles on the road, poles, sky and clouds."
19,00204680-015_TIF.jpg,"{'description': (0x010E) ASCII=00204680-015, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer, @ 200}",In this image we can see some test tubes.
20,00213077-011_TIF.jpg,"{'description': (0x010E) ASCII=00213077-011, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, garden, @ 200}","In this image we can see a statue, trees, plants, grass, wall and sky."
21,00213011-013_TIF.jpg,"{'description': (0x010E) ASCII=00213011-013, 11-04-20,  campus exteriors, campus details, fall, seasons, leaves, Kay Research and Care Center, @ 200}",In this image we can see a building with windows. On the left side of the image we can see a tree.
22,00204680-005_TIF.jpg,"{'description': (0x010E) ASCII=00204680-005, 01-29-19, research instruments, bottles, Macromolecular Synthesis, Automated Microwave Peptide Synthesizer, @ 200}",In this image we can see many bottles.
23,00212430-018_TIF.jpg,"{'description': (0x010E) ASCII=00212430-018, 08-11-20, staff - groups, staff - location portraits, Scientific Report, Radiation Oncology, male, man, Thomas Merchant DO, PhD, @ 200}",In this image I can see a person wearing white color coat and spectacles. I can see a name tag on his coat. In the background I can see few frames on the wall.
24,00204787-015_TIF.jpg,"{'description': (0x010E) ASCII=00204787-015, 02-05-19, research instruments, laboratory, 96 channel pipette, 96-well plates, @ 200}",In this image we can see some test tubes.
25,00204754-015_TIF.jpg,"{'description': (0x010E) ASCII=00204754-015, 01-30-19, research instruments, Affeymetrix, DNA microarrays, GeneChip arrays, @ 200}",In this image we can see some machines.
26,00211922-121_TIF.jpg,"{'description': (0x010E) ASCII=00211922-121, 04-06-20, events, staff - location, COVID-19, coronavirus, Unsung Heroes, Office of Legal Services, LaResa Young, @ 200}","In this image I can see a person sitting on the chair. I can see the person is wearing the black color dress. I can see the person is sitting in front of the table. On the table I can see the keyboard, papers, pen, glass, cup, mouse, monitor, speaker and some other objects. In the background I can see the white color."
27,00204680-023_TIF.jpg,"{'description': (0x010E) ASCII=00204680-023, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer, @ 200}",In this image we can see a rack with some objects on it.
28,00216097-005_TIF.jpg,"{'description': (0x010E) ASCII=00216097, campus aerial views, exterior @ 200}","In this image we can see buildings, trees, vehicles on the road, grass, water, hills and sky with clouds."
29,00214999-018_TIF.jpg,"{'description': (0x010E) ASCII=00214999-018, 10-21-21, Memphis views, downtown, city, trolly, Main Street, @ 200}","In this image we can see a bus on the road, here are the traffic lights, here are the vehicles on the road, here are the buildings, here is the tree, here is the sky."
30,00209202-021_Capers_TIF.jpg,"{'description': (0x010E) ASCII=00209202-021, 09-04-19, events, Blueprint Series, MTC auditorium, Shari Capers (Strategic Planning), @ 200}",In this image I can see a woman standing and speaking. I can see a microphone and a name board. I can see few people sitting.
31,00211922-076_TIF.jpg,"{'description': (0x010E) ASCII=00211922-076, 04-06-20, events, staff - location, COVID-19, coronavirus, Unsung Heroes, Environmental Services, Facilities Operations and Maintenance, nitrogen, Tony Mays, @ 200}","In this image I can see a person wearing blue dress, blue gloves and a mask. I can see a gas cylinder and few other objects."
32,00204666-113_TIF.jpg,"{'description': (0x010E) ASCII=00204666-113, 01-29-19, research instruments, science, laboratory, genome sequencing slides, @ 200}",In this image we can see a blur image.
33,203901-025_TIF.jpg,"{'description': (0x010E) ASCII=A St. Jude Research website image from Steve Varga’s lab. Stacey Hartwig

- SJR - Steven (Steve) Varga lab at Donald P. Pinkel, MD, Research Tower.

- Camera Settings: ILCE-9M2, 35mm, ISO 400, 1/500, f/1.8, Wed, 06-21-2023 at 14:48. v.04.2024 OP @ 224}",In this image we can see a person's hand and a monitor.
34,00212017-011_TIF.jpg,"{'description': (0x010E) ASCII=00212017-011, 05-15-20, staff - location, events, Coffee Break, COVID, COVID-19, pandemic, administration, Spiritual Care Services, Mark Brown, @ 200}","In this image I can see a person sitting on the chair. He is wearing blue color blazer, white color shirt and spectacles. He is also wearing a tag. In the background I can see the wooden cupboards."
35,00204697-011_TIF.jpg,"{'description': (0x010E) ASCII=00204697-011, 01-31-19, research instruments, laboratory, reagent bottles, glassware,  @ 200}",In this image we can see many bottles.
36,00202524-010_TIF.jpg,"{'description': (0x010E) ASCII=00202524-010, 10-03-18, campus exteriors, Longinotti Building, Barry Building, St Jude North Building, @ 200}","In this image we can see a building, trees, plants, grass, vehicles, poles, sign boards and sky with clouds."
37,00204680-028_TIF.jpg,"{'description': (0x010E) ASCII=00204680-028, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer, @ 200}",In this image we can see a machine with some tubes.
38,00204666-127_TIF.jpg,"{'description': (0x010E) ASCII=00204666-127, 01-29-19, research instruments, science, laboratory, genome sequencing slides, @ 200}",In this image we can see a person holding a stick. In the background of the image there is a box.
39,353104-001-V1_TIF.jpg,"{'description': (0x010E) ASCII=Hope Garden

-  at Hope Garden.

- Camera Settings: L1D-20c, 28mm, ISO 100, 1/800, f/6.3, Wed, 01-31-2024 at 12:11. v.12.01.23 @ 236}",In this image we can see a park. There are benches. There are balloons. There is a heart shape. There is text. There are trees.
40,00183960-067_wm_TIF.jpg,"{'description': (0x010E) ASCII=00183960-067, 03-17-16, research procedures, laboratory, lab, pipet, pipette, pipetting, drop, @ 200}",In this image we can see a liquid drop on the surface.
41,195701-067_TIF.jpg,"{'description': (0x010E) ASCII=Members of Infectious Diseases travel to Delaware Bay to gather sample for studying bird flu. Jon (Patrick) Seiler

- FY23 - Delaware Bay at Delaware Bay.

- Camera Settings: ILCE-9M2, 12mm, ISO 200, 1/6400, f/5.6, Mon, 05-22-2023 at 15:55. v.04.2024 OP @ 224}","In this image I can see a person wearing black color dress and a cap is holding a camera in his hand. I can see the ground, the water and the sky in the background."
42,10001677-044-V1_TIF.jpg,"{'description': (0x010E) ASCII=10-05-22, Campus exterior, i4ARC, ARC, research tower, drone, evening, Inspiration Advanced Research Center @ 236}",a building with the words inspiration advanced research center on it
43,135201-011-V3_TIF.jpg,"{'description': (0x010E) ASCII=Campus exterior drone photos, evening, stock, Inspiration4 Advanced Research Center @ 236}","In this image we can see a building, trees, plants, grass, poles, lights, vehicles, road, and sky."
44,00213077-013_TIF.jpg,"{'description': (0x010E) ASCII=00213077-013, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, @ 200}","In this image we can see buildings, trees, plants, poles, lights, boards, and sky."
45,00204589-039_TIF.jpg,"{'description': (0x010E) ASCII=00204589-039, 01-18-19, research procedures, vials, @ 200}",In this image I can see a person wearing white color dress is holding a pen in his hand and there are few objects on the table.
46,00206969-006_Kalodimos_TIF.jpg,"{'description': (0x010E) ASCII=00206969-006, 05-23-19, staff location portraits, individuals, researchers, Bruker Ascend 1.1 GHz magnet, NMR, man, male, Babis Kalodimos PhD (Structural Biology), @ 200}","In this image I can see a person sitting and holding a paper. I can see a table and on it I can see a laptop, few bottles and few other objects. In the background I can see few objects and the wall."
47,00204903-005_TIF.jpg,"{'description': (0x010E) ASCII=00204903-005, 02-14-19, research instruments, science, laboratory, 96-well plate, vials, @ 200}",In this image we can see a digital display.
48,246004-016_TIF.jpg,"{'description': (0x010E) ASCII=A St. Jude Research website image from the Developmental Neurobiology - Neurocytometry Core.

- SJR - Developmental Neurobiology - Neurocytometry Core at Donald P. Pinkel, MD, Research Tower.

- Camera Settings: ILCE-9M2, 90mm, ISO 500, 1/320, f/2.8, Thu, 09-07-2023 at 10:33. v.04.2024 OP @ 224}",In this image we can see some test tubes with some liquid in it.
49,309802-021_TIF.jpg,"{'description': (0x010E) ASCII=A St Jude Research Website and Pharmacy and Pharmaceutical Sciences annual report photo in the Pharmacotyping Resource lab. Landon Choi

- PPS Report - Pharmacotyping Resource at CCC, Chili's Care Center.

- Camera Settings: ILCE-9M2, 90mm, ISO 800, 1/125, f/4.5, Fri, 11-17-2023 at 11:42. v.04.2024 OP @ 224}",In this image I can see a person holding a plate. The person is wearing blue gloves and spectacles.
50,00213077-003_TIF.jpg,"{'description': (0x010E) ASCII=00213077-003, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, Donald P Pinkel MD Research Tower, Danny Thomas Research Center, entrance, @ 200}","In this image we can see a building, trees, plants, grass, walkway and sky."
51,00212001-011_TIF.jpg,"{'description': (0x010E) ASCII=00212001-011, 04-24-20, staff - location, events, Coffee Break, COVID, COVID-19, pandemic, administration, (LR) John Leech, James Downing MD (President and CEO), @ 200}",In this image I can see two persons sitting on the chairs. The person at the right side is wearing blue color suit and the person at the left side is wearing black color suit. In the background I can see the window.
52,238502-019_TIF.jpg,"{'description': (0x010E) ASCII=A St Jude Research website and Investigator Insights photo of Manoo Bhakta and Nickhill Bhakta.

- SJR - Investigator Insights - Manoo Bhakta, Nickhill Bhakta at Tamer-Rashid Building.

- Camera Settings: ILCE-9M2, 133mm, ISO 400, 1/320, f/4, Fri, 08-18-2023 at 15:29. v.04.2024 OP @ 224}","In this image we can see two persons walking on the ground. In the background we can see pillars, trees and sky."
53,235506-083_TIF.jpg,"{'description': (0x010E) ASCII=An image from the Structural Biology booklet of the X-ray Crystallography Center.

- Structural Biology Booklet - X-ray Crystallography Center at DTRC, Danny Thomas Research Center.

- Camera Settings: ILCE-9M2, 90mm, ISO 1000, 1/160, f/4, Fri, 09-08-2023 at 10:26. v.04.2024 OP @ 224}",In this image we can see a machine.
54,00207400-088_TIF.jpg,"{'description': (0x010E) ASCII=00207400-088, 06-21-19, Board of Governors, DEC, James Downing MD, @ 200}","In this image I can see a person standing and holding a mike. I can see a laptop, few flowers, few people sitting on chairs, few tables, few candles and few other objects."
55,00174912-082_wm_TIF.jpg,"{'description': (0x010E) ASCII=00174912-082, 12-06-14, sports, running, runners, walk, walkers, shoes, logo, @ 200}",In this image we can see legs of people and there is a drawing of a person on the ground.
56,00207528-008_TIF.jpg,"{'description': (0x010E) ASCII=00207528-008, 07-10-19, staff - location portraits, researchers, two-shot, working, lab, mentors, Immunology, (LR) Ben Youngblood PhD, Shannon Boi PhD, @ 200}",In this image there are two persons wearing white color coats and gloves are standing in front of a table on which there are some objects.
57,00204666-111_TIF.jpg,"{'description': (0x010E) ASCII=00204666-111, 01-29-19, research instruments, science, laboratory, genome sequencing slides, @ 200}",In this image we can see some objects.
58,00211211-177_Allen_TIF.jpg,"{'description': (0x010E) ASCII=00211211-177, 02-19-20, staff - location portraits, triage room, Nursing, male, Stephen Allen, @ 200}",In this image I can see a person holding a paper and there is a machine. In the background there is a wall.
59,00206969-003_Kalodimos_TIF.jpg,"{'description': (0x010E) ASCII=00206969-003, 05-23-19, staff location portraits, individuals, researchers, smiles, smiling, Bruker Ascend 1.1 GHz magnet, NMR, man, male, Babis Kalodimos PhD (Structural Biology), @ 200}",In this image I can see a person standing and holding a paper. I can see a machine and few lights.
60,150003-003-V1_TIF.jpg,"{'description': (0x010E) ASCII=Memphis Views, Have More in Memphis, Stock, Mighty Lights, Memphis Bridge, HPV colors @ 236}","In this image we can see a bridge, water, buildings and sky."
61,10002670-124-V1_TIF.jpg,"{'description': (0x010E) ASCII=10002670, Holiday Decorations, Christmas, Jude Lights, Stock, Campus @ 200}","In this image we can see a toy, trees, lights, buildings and the sky."
62,00211245-159_cmp_TIF.jpg,"{'description': (0x010E) ASCII=00211245-159, 03-02-20, campus interiors, Bone Marrow Transplant, BMT, inpatient room, @ 200}","In this image I can see a room in which there are two beds, a table, a chair, a television, a monitor, a wall, a window, a door and a few other objects."
63,10002581-136-V1_TIF.jpg,"{'description': (0x010E) ASCII=10002581, 11-16-22, Memphis views, Nature, Overton Park, Have More in Memphis, walking trail @ 224}","In this image we can see a sculpture, trees, sky and the sun."
64,216202-005_TIF.jpg,"{'description': (0x010E) ASCII=New Daisy Theater
- Camera Settings: ILCE-9M2, 15mm, ISO 160, 1/30, f/10, Fri, 06-23-2023 at 14:21. @ 224}","In this image we can see a building, doors, boards, lights, and sky."
65,10002190-031_JPG.jpg,"{'description': (0x010E) ASCII=10002190, 11-01-22, people hospital staff, campus interior, Proton Therapy Center, Radiation Oncology, The Memphis Museum of Science and History, MoSH, @ 224}",In this image we can see a green light.
66,00201051-092_TIF.jpg,"{'description': (0x010E) ASCII=00201051-092, 06-24-18, clinical procedures, location portraits, Eye Clinic, male, boy, Kaden Haynes, @ 200}",In this image we can see a person's face and there is a machine.
67,00204697-012_TIF.jpg,"{'description': (0x010E) ASCII=00204697-012, 01-31-19, research instruments, laboratory, reagent bottles, glassware, cleaning, autoclave,  @ 200}",a bottle of alcohol that says 'degreaser' on it
68,195701-128_TIF.jpg,"{'description': (0x010E) ASCII=Members of Infectious Diseases travel to Delaware Bay to gather sample for studying bird flu. 

- FY23 - Delaware Bay at Delaware Bay.

- Camera Settings: ILCE-9M2, 24mm, ISO 250, 1/640, f/9, Tue, 05-23-2023 at 10:11. v.04.2024 OP @ 224}","In this image we can see two persons wearing gloves and holding a device. In the background, we can see the sand and the water."
69,00204787-016_TIF.jpg,"{'description': (0x010E) ASCII=00204787-016, 02-05-19, research instruments, laboratory, 96 channel pipette, 96-well plates, @ 200}",In this image we can see a machine. In the background of the image there are many test tubes.
70,00199428-025_TIF.jpg,"{'description': (0x010E) ASCII=00199428-025, 05-03-18, research instruments, mirrors, lasers, Flow Cytometry, @ 200}",In this image we can see a machine.
71,203901-026_TIF.jpg,"{'description': (0x010E) ASCII=A St. Jude Research website image from Steve Varga’s lab.

- SJR - Steven (Steve) Varga lab at Donald P. Pinkel, MD, Research Tower.

- Camera Settings: ILCE-9M2, 90mm, ISO 400, 1/800, f/2.8, Wed, 06-21-2023 at 15:00. v.04.2024 OP @ 224}",In this image we can see some objects.
72,00210352-040_TIF.jpg,"{'description': (0x010E) ASCII=00210352-040, 12-20-19, events, staff - location, reception, Global Pediatric Medicine, Carlos Rodriguez Galindo MD, @ 200}",In this image I can see a person standing and holding a microphone. I can see few people standing and few are sitting. I can see few flowers in a vase.
73,00216511-036-V1_TIF.jpg,"{'description': (0x010E) ASCII=00216511, campus exterior,I4ARC research tower, ARC @ 200}",In this image we can see a building with windows.
74,00212010-038_TIF.jpg,"{'description': (0x010E) ASCII=00212010-038, 05-07-20, events, COVID, COVID-19, coronavirus, pandemic, social distancing, campus exteriors, Dominos Event Center, @ 200}","In this image we can see a building, trees, plants, water, poles, lights, statue and sky."
75,00207603-009_TIF.jpg,"{'description': (0x010E) ASCII=00207603-014, 07-12-19, campus interiors, Diagnostic Imaging, lobby, @ 200}","In this image I can see few chairs, tables, sofa, a aquarium, a wall and few lights."
76,00211332-004_TIF.jpg,"{'description': (0x010E) ASCII=00211332-004, 03-11-20, events, staff - location, Town Hall, COVID-19, James Downing MD (President and CEO), @ 200}","In this image I can see number of people are sitting on the chairs. In front I can see a person is standing on the stage. In the background I can see few screens, few chairs, few lights and few other objects."
77,00213124-010_TIF.jpg,"{'description': (0x010E) ASCII=00213124, campus aerial, exterior, drone @ 200}","In this image we can see buildings, trees, road, sky and some objects."
78,10000715-041_TIF.jpg,"{'description': (0x010E) ASCII=A St. Jude Research image from Puneet Bagga’s lab. Esther Pavao

- SJR - Puneet Bagga lab at DTRC, Danny Thomas Research Center.

- Camera Settings: ILCE-9M2, 55mm, ISO 500, 1/20, f/2, Thu, 08-04-2022 at 14:30. v.04.2024 OP @ 224}","A woman with brown hair and a smile on her face is looking through a microscope. Her eyes are blue, and her lips are pink. The woman's hair is long and straight, and her eyebrows are brown. The microscope is black, and the lens is black. The woman's nose is on her face, and her mouth is closed. The woman is looking at something with her eyes, and her lips are on her face."
79,00216511-010-V1_TIF.jpg,"{'description': (0x010E) ASCII=00216511, campus exterior, I4ARC research tower, ARC, drone @ 200}","In this image we can see a building, trees, plants, grass, road, vehicles, poles, sign boards, and the sky with clouds."
80,00207528-019_TIF.jpg,"{'description': (0x010E) ASCII=00207528-019, 07-10-19, staff - location portraits, researchers, individuals, working, lab, Immunology, female, Shannon Boi PhD, @ 200}",In this image I can see a woman wearing white color coat and purple color gloves is holding a glass plate. In the background I can see few papers and few objects.
81,00206948-020_TIF.jpg,"{'description': (0x010E) ASCII=000206948-020, 05-22-19, staff - location portraits, two-shot, MTC, break area, lounge, talking, collaboration, Scientific Report, male, female, Clinical Trials Administration, Affiliate Program Office, (LR) Victor Santana MD, Carolyn Russo MD, @ 200}",In this image we can see two persons sitting on the chairs. In front of them there is a table. On the table there are papers. In the background of the image it is blurry.
82,00216511-027-V1_TIF.jpg,"{'description': (0x010E) ASCII=00216511, campus exterior, aerial views @ 200}","In this image we can see buildings, trees, vehicles on the road, grass, sky and clouds."
83,00213124-054_TIF.jpg,"{'description': (0x010E) ASCII=00213124, campus aerial, exterior, drone @ 200}","In this image we can see buildings, trees, vehicles, poles, boards, and sky."
84,195701-066_TIF.jpg,"{'description': (0x010E) ASCII=Members of Infectious Diseases travel to Delaware Bay to gather sample for studying bird flu. Pamela McKenzie, Jennifer DeBeauchamp-Newman, Jon (Patrick) Seiler

- FY23 - Delaware Bay at Delaware Bay.

- Camera Settings: ILCE-9M2, 12mm, ISO 200, 1/640, f/5.6, Mon, 05-22-2023 at 15:54. v.04.2024 OP @ 224}",In this image we can see three persons wearing gloves and masks.
85,10002065-001-V2_TIF.jpg,"{'description': (0x010E) ASCII=10002065, 10-20-22, Campus exterior, i4ARC, ARC, research tower, drone, Inspiration Advanced Research Center @ 236}","In this image we can see a building, trees, plants, poles, lights, road, grass, and sky."
86,00207610-013_TIF.jpg,"{'description': (0x010E) ASCII=00207610-013, 07-16-19, research procedures, lab, plates, mentor, POE, (LR) Jun Yang, Victoria Jones, @ 188}","In this image there are two persons standing and holding a box in their hands. In the background there are shelves, bottles, papers, chair, wall, board, telephone, objects."
